,tweet_id,tweetText,polarity_value,polarity_type,topic,set
244,ID:144130433943220225,El Museo de la Cueva de Nerja abre con una previsión de 100.000 visitas al año http://t.co/VsmSAnJJ,P,AGREEMENT,otros,train
246,ID:144158414216503297,“@lhermoso_: 17 periodistas han sido asesinados durante el último año en Honduras: http://t.co/AEbCvvZZ”,N,AGREEMENT,entretenimiento,train
247,ID:144160529227849728,"Ahora si que me despido! a lavar los piños y ¨pa¨ la cama! Hola @lucia_miguel un beso de buenas noches para ti, que veo que acabas de llegar",P,AGREEMENT,otros,train
248,ID:144161681256353792,Tu q sabes seguro q me has entendido  @antoniocamunas :),P,AGREEMENT,otros,train
249,ID:144171370861961216,"Sintonía total entre Rajoy y Zapatero, con importantes matices de Rubalcaba. La recepción del día de la Constitución http://t.co/DFCfKAhA",P,AGREEMENT,política,train
250,ID:144174878495473664,Merkel y Sarkozy se rinden a los encantos del presidente Rajoy http://t.co/b79seDyj vía @Semanaldigital,P,AGREEMENT,política,train
251,ID:144183328688443392,"RT @nurvaca: Sr. Mas, no garantizar una sanidad publica de calidad universal es anticonstitucional ,por eso no celebra dia  constitucion?",N,AGREEMENT,política,train
253,ID:144292454085046272,"Buenos días. Sin Presidente del Gobierno pleno y sin verdadero líder d la oposición, los partidos se ponen d acuerdo. Luego es posible!",N,AGREEMENT,política,train
256,ID:144326923579953152,"Europa se construye recortando Estado del Bienestar? Austeridad si, pero inteligente: Estado del Bienestar moderno e inversión cree empleo",N,AGREEMENT,economía,train
257,ID:144329784279826434,No dejeis de ver el video que acabo de RT con la declaración de J-70. Fijaos en Bermudez en los minutos 17 y 21. Zougam merece otro juicio.,P,AGREEMENT,entretenimiento,train
258,ID:144343897643032576,"#Bdías!! vaya tiempo que hace hoy: niebla, que parece que estamos en la boca del lobo, y frío, mucho frío. Apetece algo calentido pal cuerpo",N,AGREEMENT,otros,train
259,ID:144348610153287680,"Buenos días,os adjunto mi columna hoy en @abc_es sobre la necesidad d una reforma constitucional http://t.co/xxg5WzUk",P,AGREEMENT,política,train
260,ID:144354084403691521,"De dónde saldrá el dinero para el banco malo de Rajoy, según el WSJ.  http://t.co/hn1cffmm",N,AGREEMENT,política,train
261,ID:144357274918457344,A vosotros RT @TuDNIe: Gracias Marivi RT @mariviromero Me encanta ver por aqui a @TuDNIe ;-)),P,AGREEMENT,otros,train
262,ID:144368124202987520,Sobre una amiga y compañera de partido... http://t.co/DIdNQLdJ,P,AGREEMENT,otros,train
263,ID:144383613956390913,Interesante análisis de @iurquizu sobre los retos del socialismo. http://t.co/KMWhgzqd,P,AGREEMENT,política,train
265,ID:144397913404084224,"igualmente!!!“@susannagriso: Te responderé dentro de nueve meses, @Buenafuente. Un inmenso placer tenerte hoy en @ESPEJOPUBLICO.”",P,AGREEMENT,entretenimiento,train
267,ID:144411739402936320,"A las 3 en @A3noticias, los pilotos de Iberia ponen en riesgo el viaje de Navidad de miles de personas: huelga los días 18 y 29 de diciembre",N,AGREEMENT,entretenimiento,train
269,ID:144455156124229632,Queremos potenciar y estimular a los mejores alumnos. Será impartido por profesores funcionarios.,P,AGREEMENT,política,train
271,ID:144466101076627457,"La novia de Cristiano Ronaldo, Irina de nombre, prefiere ""jugar"" sin camiseta, se vé que no aprecia tanto los colores. http://t.co/7hNdwoDD",N,AGREEMENT,fútbol,train
272,ID:144470614957240321,"Por qué no se exige a los bancos intervenidos con dinero público una linea d crédito para PYMES, autónomos y nuevas empresas que contraten?",N,AGREEMENT,economía,train
273,ID:144490077748338689,"Otra lectura navideña recomendada: El reto de Rajoy, de @oscarelia y Rafa Bardají",P,AGREEMENT,política,train
274,ID:144493971568205825,¿Por qué el felipismo suspende su cena conciabulo? Se lo contamos en el @TelediarioInter 20:30,N,AGREEMENT,otros,train
275,ID:144494149582852096,Sinde echa mano de chequera para beneficiar a sus amigos. Se lo contamos en nuestro Top secret. @TelediarioInter 20:30,N,AGREEMENT,economía,train
276,ID:144494768586633216,Andalucía pretende 'robar' los colegios de los curas y monjas. Se lo contamos en el @TelediarioInter 20:30,N,AGREEMENT,economía,train
278,ID:144495966802817024,De la Torre espera llegar a un acuerdo con el Puerto por el traslado de los cruceristas http://t.co/9QCE54mX,P,AGREEMENT,otros,train
279,ID:144495990701953024,El Ayuntamiento plantea un proyecto que mejora la accesibilidad del Teatro Romano http://t.co/vVOaFm3p,P,AGREEMENT,otros,train
280,ID:144500360537575424,Yo nunca he dicho eso “@JorgeAlacid1: @martagllera @pedroj_ramirez Pero no habíamos quedado en que fue ETA?”,N,AGREEMENT,entretenimiento,train
281,ID:144523015403741184,Hoy en el Gato: Juan Rosell. A favor del banco malo? http://t.co/Babt1ab7,N,AGREEMENT,economía,train
282,ID:144531366170730497,Mañana contamos en EL PAÍS la charla con la que Iñaki Urdangarín convenció a Jaume Matas para firmar el convenio de Nóos. ¿De ...,P,AGREEMENT,entretenimiento,train
284,ID:144532188409499649,Llaman a IU antisistema por denunciar la reforma que los mercados han hecho a la Constitución. ¿Y ellos que son? ¿Anticonstitucionales?,N,AGREEMENT,política,train
285,ID:144541808028958720,Jeje.. RT @MariadeOnate @Tonicanto1 Lo siento pero esta mañana me he echado unas risas a tu costa ;),P,AGREEMENT,otros,train
286,ID:144548231446147072,"Interesante: militantes @PSOE q votan delegados Congreso RT “@ReginoMateo: Guadalajara, abriendo camino http://t.co/PWPGYClW” V @martagaston",P,AGREEMENT,política,train
289,ID:144569909064638464,Una lástima lo de hoy pero esto no termina acá. En el fútbol siempre hay revancha y tenemos equipo para pelear por grandes cosas,N,AGREEMENT,fútbol,train
290,ID:144572125414559745,A vosotros siempre ;-)) RT @90mn90d: @mariviromero Gracias! :),P,AGREEMENT,otros,train
293,ID:144678829435265024,Gracias a los 40 principales Chile que se ha unido a http://t.co/CyYeL9dS podeis visitar la (cont) http://t.co/t0lTwsd1,P,AGREEMENT,música,train
294,ID:144679980369051648,"Ahora dicen que regalan la CAM al Banco Sabadell a cargo del fondo de garantía. Se olvidan del FROB, financiado con fondos públicos.",P,AGREEMENT,economía,train
295,ID:144706689092956160,Mis disculpas a @jcacho por confundirlo con Jesús Cacho.,N,AGREEMENT,otros,train
296,ID:144708325005725697,El duque ofreció a Matas su amistad con Leblanc para llevar el Tour a Baleares y lograr el contrato del millón ... http://t.co/7Sv2OP3F,P,AGREEMENT,deportes,train
297,ID:144708800304263168,Rajoy acaba de entrar en la asamblea del PP Europeo. Sonriente y a punto de comenzar maratón de reuniones,P,AGREEMENT,política,train
298,ID:144724809060851712,La heredera en la sombra del imperio Zara http://t.co/hVyUUwYQ,P,AGREEMENT,economía,train
299,ID:144725240075915264,"+10 RT: “@carlos__alsina: Los lectores de Chaves Nogales, de enhorabuena. http://t.co/9IW7y0sT”",P,AGREEMENT,entretenimiento,train
303,ID:144778071776571393,"Excelente resumen de la presentación del último disco de Bebe, escrito  por Fermín Zabalegui @1000maneras http://t.co/5MkZ8opU",P,AGREEMENT,música,train
305,ID:144784098899144704,Y el menú increíble http://t.co/n5UILJXl,P,AGREEMENT,entretenimiento,train
306,ID:144799032731115521,España es el país con más sobrecualificación laboral de toda la Unión Europea http://t.co/ebgd7Zoc,N,AGREEMENT,política,train
308,ID:144811951107743744,@sanchez_sonia ya nos contarás si explota Europa (como dice Sarkozy),N,AGREEMENT,política,train
309,ID:144816946720944128,"Rajoy cumple lo que   le manda la troika : Más recortes sociales,  el banco malo pagado por los ciudadanos y devaluar empleo y  salarios",N,DISAGREEMENT,política,train
310,ID:144819507289001984,Los videos sobre la final de la Copa Davis subidos a Youtube alcanzan más de 580.000 visitas #copadavis,P,AGREEMENT,deportes,train
311,ID:144833381002256384,"La bolsa baja, la prima sube. ¿La razón? Que el BCE sigue negándose a actuar en el mercado de la deuda por el veto alemán.",N,DISAGREEMENT,economía,train
314,ID:144845296533389312,El Gobierno en funciones indulta a dos empresarios condenados por defraudar 27 millones http://t.co/kwR10L1Q / vía @iescolar,N,AGREEMENT,política,train
316,ID:144848707429474305,"RT @PaquiVicente: Cosmeticos de lujo y una suite en Moscu el despilfarro final de Sinde http://t.co/uJofOOuh Ah bueeeno, es que la Suite ...",N,AGREEMENT,economía,train
317,ID:144849200843198464,Me parece indignante que la Ministra Sinde gaste 1180 e por noche en un hotel de Moscú . Con  1 noche come 1 familia de 4 personas 3 meses,N,AGREEMENT,política,train
318,ID:144854843574587392,Q lo paguen ellos RT @joseantoniodelp: @mariviromero @migar_ @miguehijano @ahora_andal Últimos días de Mentiras y gordas. saludos,N,AGREEMENT,economía,train
319,ID:144863074585812992,"es verdad “@NataliaPastor:  Pero a Miguel Montes no, el preso más antiguo de España que lleva 35 años en la cárcel.Vergonzoso y vomitivo.”",N,AGREEMENT,otros,train
320,ID:144868690079399936,Que bien esta @icacabelos en el @TelediarioInter enhorabuena pelirroja!,P,AGREEMENT,entretenimiento,train
321,ID:144884537749544962,"Será temprano, pero yo me muero de sueño!!!! Que descanséis todos!!!!  Muak",P,AGREEMENT,otros,train
322,ID:144892101849661441,"Lo que has de hacer, hazlo pronto “@rafiln: @isangeis pues mira... Cuando me lea EPN de @pedroj_ramirez me lo leeré. :) jaja!”",P,AGREEMENT,entretenimiento,train
325,ID:144909824897986560,"Los líderes de los 27 siguen discutiendo, sus portavoces vendiéndonos que hay acuerdo en el fondo pero que discuten la forma... #euco",N,AGREEMENT,política,train
326,ID:144917140556877824,"Hoy la Ertzaintza ha descubierto un""ZULO""con armamento de ETA oculto en montes de Bizkaia entre municipios de Abadiano y ELORRIO",N,AGREEMENT,otros,train
327,ID:144927552539078658,"Curiosidad del insomne. Rajoy pide poder de bloqueo sobre fondo de rescate. Si no se lo dan, ¿sería fracaso suyo, de ZP o de los dos?",N,AGREEMENT,política,train
328,ID:144948035821109249,"http://t.co/9LcJhqsb os dejo con las fotos del concierto de Palma de Mallorca, veréis que visita de lujo he recibido esta noche...",P,AGREEMENT,música,train
329,ID:144961656391335936,".@paugasol hace dos días:""Muchos rumores estos días... Yo me centro en el trabajo diario y en la ilusión de volver a jugar con mi equipo!”",P,AGREEMENT,deportes,train
330,ID:145027082857099265,Resumen de la larga y agria noche en Bruselas: pacto fiscal sin Reino Unido y otros http://t.co/Kgw6ZHwX by @basteiro #euco,N,DISAGREEMENT,economía,train
333,ID:145032814654533632,Bdías. Que el Reino Unido se quede fuera indica que los paises del euro han dado un paso clave en la buena dirección de la Unión Fiscal.,P,AGREEMENT,entretenimiento,train
334,ID:145033308152135680,"Rajoy actuó ayer por primera vez como jefe de Gobierno y entró en Europa pisando fuerte, prometiendo y exigiendo. Lo mismo que hizo Aznar.",P,AGREEMENT,entretenimiento,train
337,ID:145051053728088064,Última entrada de #ZP al Consejo UE. Sonriente #euco,P,AGREEMENT,política,train
339,ID:145058995470737408,"A la ofensa, oídos sordos. Es jodido cuando te arrancan la mandíbula de un zarpazo #malditosorcos",N,AGREEMENT,otros,train
340,ID:145065354186596352,Ahora??? #toolate ....Zapatero ofrece rigor en nombre de Rajoy para recobrar peso en la UE http://t.co/IgiEjbrU,P,AGREEMENT,política,train
342,ID:145072583040172032,RT: “@ojomagico: Un periodista obtiene el documento que explica a qué tiene miedo el Reino Unido. http://t.co/crxjc6dp”,N,AGREEMENT,entretenimiento,train
343,ID:145078168297017344,RT @sanchez_sonia Papelón #ZP entre el chipriota y el irlandés sin traductores y sin poder hablar. En adelante el papelón será de Rajoy,N,AGREEMENT,política,train
344,ID:145082451880968192,"Merkel, Sarko y Barroso charlando en pie. Cameron sentado solo con cara de enfado #euco",N,AGREEMENT,política,train
345,ID:145086208761008128,Encontrado nuevo zulo con explosivos en el País Vasco. Mientras ETA exista el camino es seguir combatiéndola.,N,DISAGREEMENT,otros,train
346,ID:145093081182646272,";-))) RT @JuvenalSoto: @mariviromero Con tu permiso, me sumo a ese #FF para @borissoler",P,AGREEMENT,otros,train
347,ID:145102316004061184,#FF a @Latanace y @RaquelMartos porque son las reinas del mundo (y del mío).,P,AGREEMENT,otros,train
348,ID:145103718650609664,Jajajaja! Me río por no llorar!! RT @xipirona @Tonicanto1 en Cuba no hay una dictadura,N,AGREEMENT,política,train
349,ID:145104667049861120,#FF para @ElenaWilson2. Ella ya sabe...,P,AGREEMENT,otros,train
350,ID:145111513559089153,Increíble  q aún exista gente que defienda el régimen cubano.Este verano en Cuba no oí a nadie hacerlo!Esa izquierda trasnochada española...,N,AGREEMENT,política,train
351,ID:145117960888004609,Lo pasamos muy bien “@MaEugeniaLopez: @LidiaSanzPerez Te recomiendo que no le falles. Es un lujo saludarle en persona. http://t.co/3X342H79”,P,AGREEMENT,entretenimiento,train
354,ID:145141091849605120,Zapatero dice que Rajoy ha comprendido perfectamente que no haya calado su idea del veto con solo el 10% para el fondo de rescate europeo.,P,AGREEMENT,política,train
355,ID:145160906102411264,Gracias chicos“@QueDicen_com: @PaulaVazquezTV: la última estrella ya brilla en Antena 3 http://t.co/sgtYTYng [http://t.co/4u7OLDDU]”,P,AGREEMENT,entretenimiento,train
356,ID:145170188441096192,"Túnel de los Roquillos, El Hierro. Su cierre durante semanas causó pérdidas ecas considerables http://t.co/0cDSOqUy",N,AGREEMENT,otros,train
357,ID:145174157112512512,"¿En qué se supone que ha cedido Merkel en esta ""dura negociación""?",N,AGREEMENT,política,train
359,ID:145211870335336448,"Eso es ;-)) RT @ccifuentes: @JuananSanzNunez Por supuesto que nos veremos en #Sevilla, un besazo :-) @mariviromero",P,AGREEMENT,otros,train
360,ID:145226774853328896,"Lo de Guardiola no es una rueda de prensa, es un alarde de paciencia. Ojalá ahora se transforme en Bebe y nos echemos unas risas.",P,AGREEMENT,fútbol,train
361,ID:145237361066917888,"Ironía, por qué le abandonas.",N,AGREEMENT,otros,train
364,ID:145247850694062080,"Todo mi apoyo y mi cariño a Luis Aizpeolea, gran periodista y excelente persona",P,AGREEMENT,otros,train
365,ID:145251507070189568,¡Lo mejor de mi timeline está disponible! http://t.co/PLbGUQKc ▸ Historias del día por @cfopabloalboran @los40_spain @trendsmadrid,P,AGREEMENT,otros,train
366,ID:145251645398323200,Los 10 mandamientos para hacer una buena campaña electoral 2.0  http://t.co/U6y5mkQi,P,AGREEMENT,política,train
367,ID:145260159411818498,"""€uropa se £ibra"", nuestra conclusión de la cumbre del euro y el aislamiento definitivo del Reino Unido.http://t.co/JonHrkET#portadaEPC",N,AGREEMENT,economía,train
368,ID:145271322027638784,Este tema os dejo hoy amig@s. Sergio Dalma y Rafita (que será de mi ). Buenas noches. Bs.  http://t.co/p5TW8rKl,P,AGREEMENT,música,train
369,ID:145278339907723264,Qué tragedia la de estos cubanos que han perdido la vida buscando su libertad! Este Castro no paga ni ... http://t.co/WLnTBiB3,N,AGREEMENT,otros,train
370,ID:145296517312425984,"""No hay lector con algún problema muy particular que no lo encuentre mencionado en la primera novela que se decida a leer"" Iñaki Uriarte",P,AGREEMENT,literatura,train
373,ID:145418106070773760,Estoy harto del clásico. Qué cansino todo el mundo con el partido. Creo que Pep saldrá con defensa de 3.,N,AGREEMENT,fútbol,train
374,ID:145428515150512128,"Jajaja me hacéis reír, y MUCHO. Si fuera un pelota os diría que sois los mejores followers del mundo. Pero como soy yo, os digo vais bien.",P,AGREEMENT,otros,train
375,ID:145431570843578368,"¿Os gusta la nueva aplicación de Twitter? A mi me despista bastante. ¿Qué ventajas le veis sobre la anterior? Yo, de momento, ninguna.",N,AGREEMENT,entretenimiento,train
377,ID:145439694476414976,Que tengáis un buen día familia!!! BESOS Y ABRAZO DE GOL PARA TOD@S !!!,P,AGREEMENT,música,train
378,ID:145443653303808000,"El BOE publica hoy el indulto de Alfredo Sáenz con 'indulgencia plenaria'. Es decir, se borran excepcionalmente los antecedentes penales.",P,AGREEMENT,política,train
379,ID:145443949165809664,El indulto a Sáenz borra los antecedentes penales para q pueda cumplir con la honorab q exige la normativa bancaria,P,AGREEMENT,economía,train
381,ID:145464552199421952,Jajajajajja la mierda del nuevo twitter locooooo me tiene......,N,AGREEMENT,tecnología,train
382,ID:145465139880136705,.@jesusmarana La charla entre Enric González y Martí Gómez debería animarnos a crear #maestrosquetuvimos.http://t.co/JbJqzxgV vía @el_pais,P,AGREEMENT,otros,train
